"ocid","release_id","id","awardID","title","description","status","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays","amount","currency","dateSigned"
"ocds-5wno2w-CE-20230002327268-2764","CE-20230002327268-2764-2023-02-02T04:07:12.328Z","CE-20230002327268-contract","CE-20230002327268","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327269-2764","CE-20230002327269-2764-2023-02-02T04:07:12.341Z","CE-20230002327269-contract","CE-20230002327269","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327270-2764","CE-20230002327270-2764-2023-02-02T04:07:12.357Z","CE-20230002327270-contract","CE-20230002327270","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327271-2764","CE-20230002327271-2764-2023-02-02T04:07:12.372Z","CE-20230002327271-contract","CE-20230002327271","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327272-2764","CE-20230002327272-2764-2023-02-02T04:07:12.389Z","CE-20230002327272-contract","CE-20230002327272","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327273-2764","CE-20230002327273-2764-2023-02-02T04:07:12.405Z","CE-20230002327273-contract","CE-20230002327273","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327274-2764","CE-20230002327274-2764-2023-02-02T04:07:12.422Z","CE-20230002327274-contract","CE-20230002327274","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327275-2764","CE-20230002327275-2764-2023-02-02T04:07:12.441Z","CE-20230002327275-contract","CE-20230002327275","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327276-2764","CE-20230002327276-2764-2023-02-02T04:07:12.452Z","CE-20230002327276-contract","CE-20230002327276","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327277-2764","CE-20230002327277-2764-2023-02-02T04:07:12.464Z","CE-20230002327277-contract","CE-20230002327277","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327278-2764","CE-20230002327278-2764-2023-02-02T04:07:12.482Z","CE-20230002327278-contract","CE-20230002327278","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327279-2764","CE-20230002327279-2764-2023-02-02T04:07:12.504Z","CE-20230002327279-contract","CE-20230002327279","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327280-2764","CE-20230002327280-2764-2023-02-02T04:07:12.523Z","CE-20230002327280-contract","CE-20230002327280","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327281-2764","CE-20230002327281-2764-2023-02-02T04:07:12.542Z","CE-20230002327281-contract","CE-20230002327281","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327282-2764","CE-20230002327282-2764-2023-02-02T04:07:12.558Z","CE-20230002327282-contract","CE-20230002327282","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327283-2764","CE-20230002327283-2764-2023-02-02T04:07:12.573Z","CE-20230002327283-contract","CE-20230002327283","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327284-2764","CE-20230002327284-2764-2023-02-02T04:07:12.584Z","CE-20230002327284-contract","CE-20230002327284","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327285-2764","CE-20230002327285-2764-2023-02-02T04:07:12.604Z","CE-20230002327285-contract","CE-20230002327285","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327286-2764","CE-20230002327286-2764-2023-02-02T04:07:12.622Z","CE-20230002327286-contract","CE-20230002327286","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327288-2764","CE-20230002327288-2764-2023-02-02T04:07:12.657Z","CE-20230002327288-contract","CE-20230002327288","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327289-2764","CE-20230002327289-2764-2023-02-02T04:07:12.673Z","CE-20230002327289-contract","CE-20230002327289","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327290-2764","CE-20230002327290-2764-2023-02-02T04:07:12.692Z","CE-20230002327290-contract","CE-20230002327290","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327291-2764","CE-20230002327291-2764-2023-02-02T04:07:12.709Z","CE-20230002327291-contract","CE-20230002327291","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327292-2764","CE-20230002327292-2764-2023-02-02T04:07:12.730Z","CE-20230002327292-contract","CE-20230002327292","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327293-2764","CE-20230002327293-2764-2023-02-02T04:07:12.751Z","CE-20230002327293-contract","CE-20230002327293","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327294-2764","CE-20230002327294-2764-2023-02-02T04:07:12.768Z","CE-20230002327294-contract","CE-20230002327294","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327295-2764","CE-20230002327295-2764-2023-02-02T04:07:12.788Z","CE-20230002327295-contract","CE-20230002327295","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327296-2764","CE-20230002327296-2764-2023-02-02T04:07:12.804Z","CE-20230002327296-contract","CE-20230002327296","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327297-2764","CE-20230002327297-2764-2023-02-02T04:07:12.822Z","CE-20230002327297-contract","CE-20230002327297","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327298-2764","CE-20230002327298-2764-2023-02-02T04:07:12.838Z","CE-20230002327298-contract","CE-20230002327298","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327299-2764","CE-20230002327299-2764-2023-02-02T04:07:12.852Z","CE-20230002327299-contract","CE-20230002327299","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327300-2764","CE-20230002327300-2764-2023-02-02T04:07:12.865Z","CE-20230002327300-contract","CE-20230002327300","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327301-2764","CE-20230002327301-2764-2023-02-02T04:07:12.878Z","CE-20230002327301-contract","CE-20230002327301","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327302-2810","CE-20230002327302-2810-2023-02-02T04:07:12.890Z","CE-20230002327302-contract","CE-20230002327302","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327312-2810","CE-20230002327312-2810-2023-02-02T04:07:12.908Z","CE-20230002327312-contract","CE-20230002327312","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327313-2810","CE-20230002327313-2810-2023-02-02T04:07:12.931Z","CE-20230002327313-contract","CE-20230002327313","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327314-2810","CE-20230002327314-2810-2023-02-02T04:07:12.945Z","CE-20230002327314-contract","CE-20230002327314","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327315-2810","CE-20230002327315-2810-2023-02-02T04:07:12.965Z","CE-20230002327315-contract","CE-20230002327315","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327316-2810","CE-20230002327316-2810-2023-02-02T04:07:12.978Z","CE-20230002327316-contract","CE-20230002327316","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327317-2810","CE-20230002327317-2810-2023-02-02T04:07:12.995Z","CE-20230002327317-contract","CE-20230002327317","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327318-2810","CE-20230002327318-2810-2023-02-02T04:07:13.008Z","CE-20230002327318-contract","CE-20230002327318","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327319-2810","CE-20230002327319-2810-2023-02-02T04:07:13.022Z","CE-20230002327319-contract","CE-20230002327319","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327320-2810","CE-20230002327320-2810-2023-02-02T04:07:13.040Z","CE-20230002327320-contract","CE-20230002327320","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327321-2810","CE-20230002327321-2810-2023-02-02T04:07:13.059Z","CE-20230002327321-contract","CE-20230002327321","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327322-2810","CE-20230002327322-2810-2023-02-02T04:07:13.076Z","CE-20230002327322-contract","CE-20230002327322","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327323-2810","CE-20230002327323-2810-2023-02-02T04:07:13.094Z","CE-20230002327323-contract","CE-20230002327323","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327324-17082","CE-20230002327324-17082-2023-02-02T04:07:13.109Z","CE-20230002327324-contract","CE-20230002327324","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327325-2810","CE-20230002327325-2810-2023-02-02T04:07:13.124Z","CE-20230002327325-contract","CE-20230002327325","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327326-2810","CE-20230002327326-2810-2023-02-02T04:07:13.135Z","CE-20230002327326-contract","CE-20230002327326","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327327-2810","CE-20230002327327-2810-2023-02-02T04:07:13.150Z","CE-20230002327327-contract","CE-20230002327327","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327328-2810","CE-20230002327328-2810-2023-02-02T04:07:13.162Z","CE-20230002327328-contract","CE-20230002327328","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327329-2728","CE-20230002327329-2728-2023-02-02T04:07:13.181Z","CE-20230002327329-contract","CE-20230002327329","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327330-2728","CE-20230002327330-2728-2023-02-02T04:07:13.217Z","CE-20230002327330-contract","CE-20230002327330","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327331-2728","CE-20230002327331-2728-2023-02-02T04:07:13.232Z","CE-20230002327331-contract","CE-20230002327331","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327332-2728","CE-20230002327332-2728-2023-02-02T04:07:13.259Z","CE-20230002327332-contract","CE-20230002327332","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327333-2728","CE-20230002327333-2728-2023-02-02T04:07:13.292Z","CE-20230002327333-contract","CE-20230002327333","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327334-2728","CE-20230002327334-2728-2023-02-02T04:07:13.311Z","CE-20230002327334-contract","CE-20230002327334","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327335-2728","CE-20230002327335-2728-2023-02-02T04:07:13.335Z","CE-20230002327335-contract","CE-20230002327335","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327336-2728","CE-20230002327336-2728-2023-02-02T04:07:13.354Z","CE-20230002327336-contract","CE-20230002327336","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327381-2810","CE-20230002327381-2810-2023-02-02T04:07:13.365Z","CE-20230002327381-contract","CE-20230002327381","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327382-2810","CE-20230002327382-2810-2023-02-02T04:07:13.383Z","CE-20230002327382-contract","CE-20230002327382","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327383-2810","CE-20230002327383-2810-2023-02-02T04:07:13.400Z","CE-20230002327383-contract","CE-20230002327383","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327384-2810","CE-20230002327384-2810-2023-02-02T04:07:13.417Z","CE-20230002327384-contract","CE-20230002327384","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327385-598928","CE-20230002327385-598928-2023-02-02T04:07:13.434Z","CE-20230002327385-contract","CE-20230002327385","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327386-2810","CE-20230002327386-2810-2023-02-02T04:07:13.451Z","CE-20230002327386-contract","CE-20230002327386","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327387-2810","CE-20230002327387-2810-2023-02-02T04:07:13.463Z","CE-20230002327387-contract","CE-20230002327387","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327388-2810","CE-20230002327388-2810-2023-02-02T04:07:13.474Z","CE-20230002327388-contract","CE-20230002327388","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327389-2810","CE-20230002327389-2810-2023-02-02T04:07:13.489Z","CE-20230002327389-contract","CE-20230002327389","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327390-2810","CE-20230002327390-2810-2023-02-02T04:07:13.501Z","CE-20230002327390-contract","CE-20230002327390","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327391-2810","CE-20230002327391-2810-2023-02-02T04:07:13.511Z","CE-20230002327391-contract","CE-20230002327391","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327392-101737","CE-20230002327392-101737-2023-02-02T04:07:13.524Z","CE-20230002327392-contract","CE-20230002327392","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327393-101737","CE-20230002327393-101737-2023-02-02T04:07:13.547Z","CE-20230002327393-contract","CE-20230002327393","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327410-165394","CE-20230002327410-165394-2023-02-02T04:07:13.563Z","CE-20230002327410-contract","CE-20230002327410","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327411-55367","CE-20230002327411-55367-2023-02-02T04:07:13.586Z","CE-20230002327411-contract","CE-20230002327411","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327412-55367","CE-20230002327412-55367-2023-02-02T04:07:13.603Z","CE-20230002327412-contract","CE-20230002327412","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327413-55367","CE-20230002327413-55367-2023-02-02T04:07:13.617Z","CE-20230002327413-contract","CE-20230002327413","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327414-55367","CE-20230002327414-55367-2023-02-02T04:07:13.632Z","CE-20230002327414-contract","CE-20230002327414","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327417-2739","CE-20230002327417-2739-2023-02-02T04:07:13.649Z","CE-20230002327417-contract","CE-20230002327417","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327418-2739","CE-20230002327418-2739-2023-02-02T04:07:13.665Z","CE-20230002327418-contract","CE-20230002327418","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327419-2739","CE-20230002327419-2739-2023-02-02T04:07:13.676Z","CE-20230002327419-contract","CE-20230002327419","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327420-2739","CE-20230002327420-2739-2023-02-02T04:07:13.687Z","CE-20230002327420-contract","CE-20230002327420","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327421-2739","CE-20230002327421-2739-2023-02-02T04:07:13.697Z","CE-20230002327421-contract","CE-20230002327421","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327422-2739","CE-20230002327422-2739-2023-02-02T04:07:13.712Z","CE-20230002327422-contract","CE-20230002327422","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327423-2739","CE-20230002327423-2739-2023-02-02T04:07:13.726Z","CE-20230002327423-contract","CE-20230002327423","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327424-2739","CE-20230002327424-2739-2023-02-02T04:07:13.735Z","CE-20230002327424-contract","CE-20230002327424","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327425-2739","CE-20230002327425-2739-2023-02-02T04:07:13.751Z","CE-20230002327425-contract","CE-20230002327425","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327426-2739","CE-20230002327426-2739-2023-02-02T04:07:13.766Z","CE-20230002327426-contract","CE-20230002327426","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327427-2739","CE-20230002327427-2739-2023-02-02T04:07:13.779Z","CE-20230002327427-contract","CE-20230002327427","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327428-2739","CE-20230002327428-2739-2023-02-02T04:07:13.794Z","CE-20230002327428-contract","CE-20230002327428","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327429-2739","CE-20230002327429-2739-2023-02-02T04:07:13.808Z","CE-20230002327429-contract","CE-20230002327429","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327430-2739","CE-20230002327430-2739-2023-02-02T04:07:13.821Z","CE-20230002327430-contract","CE-20230002327430","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327431-2739","CE-20230002327431-2739-2023-02-02T04:07:13.837Z","CE-20230002327431-contract","CE-20230002327431","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327463-380339","CE-20230002327463-380339-2023-02-02T04:07:13.846Z","CE-20230002327463-contract","CE-20230002327463","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327464-131684","CE-20230002327464-131684-2023-02-02T04:07:13.865Z","CE-20230002327464-contract","CE-20230002327464","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327465-818925","CE-20230002327465-818925-2023-02-02T04:07:13.880Z","CE-20230002327465-contract","CE-20230002327465","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327466-2547","CE-20230002327466-2547-2023-02-02T04:07:13.903Z","CE-20230002327466-contract","CE-20230002327466","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327467-818925","CE-20230002327467-818925-2023-02-02T04:07:13.920Z","CE-20230002327467-contract","CE-20230002327467","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002327468-818925","CE-20230002327468-818925-2023-02-02T04:07:13.937Z","CE-20230002327468-contract","CE-20230002327468","","","active","","","","","","",""
